type,obs,id,SMean,Sstdev,A,B,C,"A:absolute(individual measurement a,b,c -mean)/mean","B:absolute(individual measurement a,b,c -mean)/mean","C:absolute(individual measurement a,b,c -mean)/mean",sum(abc)/3,,,,
SL,98,61,62.31333333,0.693421469,61.73,62.13,63.08,0.009361292,0.00294212,0.012303413,0.008202275,,,,
SL,99,72,69.98666667,0.621154838,69.27,70.37,70.32,0.010240046,0.005477234,0.004762812,0.006826697,1.157188236,,,
UJ,1,23,53.93,0.632218317,53.36,54.61,53.82,0.010569256,0.012608938,0.002039681,0.008405958,,,,
UJ,2,83,52.85333333,1.322963844,51.65,52.64,54.27,0.022767407,0.004036327,0.026803734,0.017869156,,,,
UJ,3,71,55.34,1.818433392,56.68,53.27,56.07,0.02421395,0.037405132,0.013191182,0.024936755,,,,
UJ,4,53,55.62,0.20880613,55.48,55.86,55.52,0.00251708,0.004314995,0.001797914,0.002876663,,,,
UJ,5,6,60.36666667,0.574572305,60.14,61.02,59.94,0.003754832,0.01082275,0.007067918,0.007215167,,,,
UJ,6,19,57.51333333,1.007587879,56.61,58.6,57.33,0.015706503,0.018894169,0.003187667,0.012596113,,,,
UJ,7,33,56.82333333,0.884439559,55.81,57.44,57.22,0.01783305,0.010852349,0.0069807,0.0118887,,,,
UJ,8,45,61.87,2.215287792,59.52,63.92,62.17,0.037982867,0.033133991,0.004848877,0.025321912,,,,
UJ,9,78,57.55333333,0.713886079,56.73,58,57.93,0.014305572,0.007760917,0.006544654,0.009537048,,,,
UJ,10,86,57.41,0.714212853,56.62,57.6,58.01,0.013760669,0.003309528,0.010451141,0.009173779,,,,
UJ,11,38,56.16333333,0.990168336,55.12,56.28,57.09,0.01857677,0.002077275,0.016499496,0.012384513,,,,
UJ,12,27,59.26333333,0.688791212,59.39,58.52,59.88,0.002137353,0.012542888,0.010405535,0.008361925,,,,
UJ,13,95,56.10666667,0.927918818,55.41,55.75,57.16,0.012416825,0.006356939,0.018773764,0.012515843,,,,
UJ,14,34,60.58,0.987724658,59.98,61.72,60.04,0.009904259,0.018818092,0.008913833,0.012545395,,,,
UJ,15,14,58.28666667,0.735821536,57.46,58.53,58.87,0.014182775,0.004174768,0.010008006,0.009455183,,,,
UJ,16,81,62.3,1.747598352,63.15,60.29,63.46,0.01364366,0.032263242,0.018619583,0.021508828,,,,
UJ,17,3,59.07333333,0.23797759,58.86,59.03,59.33,0.003611331,0.000733552,0.004344882,0.002896588,,,,
UJ,18,92,61.11333333,1.153357418,61.35,59.86,62.13,0.003872586,0.020508345,0.016635759,0.01367223,,,,
UJ,19,84,60.01666667,1.155782563,58.8,60.15,61.1,0.020272147,0.002221605,0.018050542,0.013514764,,,,
UJ,20,73,59.42666667,0.539845657,59.51,58.85,59.92,0.001402289,0.009703837,0.008301548,0.006469224,,,,
UJ,21,97,62.92333333,0.707271754,62.52,62.51,63.74,0.006409917,0.00656884,0.012978757,0.008652505,,,,
UJ,22,82,63.45666667,0.880473358,62.44,63.96,63.97,0.016021432,0.007931922,0.00808951,0.010680955,,,,
UJ,23,25,60.45,0.508625599,59.98,60.99,60.38,0.007775021,0.008933002,0.001157982,0.005955335,,,,
UJ,24,93,60.58333333,0.710234703,59.79,61.16,60.8,0.013094911,0.009518569,0.003576341,0.00872994,,,,
UJ,25,13,58.19333333,0.565184336,57.7,58.07,58.81,0.008477489,0.002119372,0.010596861,0.007064574,,,,
UJ,26,44,56.73,1.334016492,55.19,57.47,57.53,0.027146131,0.013044245,0.014101886,0.018097421,,,,
UJ,27,29,59.97,0.990605875,59,60.98,59.93,0.016174754,0.016841754,0.000667,0.011227836,,,,
UJ,28,94,62.35,0.56,62.59,62.75,61.71,0.003849238,0.006415397,0.010264635,0.00684309,,,,
UJ,29,90,62.30333333,0.453688586,62.37,61.82,62.72,0.001070034,0.007757744,0.006687711,0.00517183,,,,
UJ,30,28,66.76666667,0.904230796,65.76,67.51,67.03,0.015077384,0.0111333,0.003944084,0.010051589,,,,
UJ,31,35,63.52,0.612862138,63.26,64.22,63.08,0.004093199,0.011020151,0.006926952,0.007346767,,,,
UJ,32,8,64.21333333,1.098650688,63.17,65.36,64.11,0.016247924,0.017857143,0.001609219,0.011904762,,,,
UJ,33,40,65.08666667,0.989663242,64.23,66.17,64.86,0.013161938,0.016644474,0.003482536,0.011096316,,,,
UJ,34,51,61.78,0.818352003,61.46,62.71,61.17,0.00517967,0.015053415,0.009873746,0.01003561,,,,
UJ,35,87,62.30666667,0.506491198,61.76,62.4,62.76,0.008773807,0.001497967,0.00727584,0.005849205,,,,
UJ,36,42,62.52,0.435775171,62.07,62.55,62.94,0.007197697,0.000479846,0.00671785,0.004798464,,,,
UJ,37,18,58.54,0.693974063,57.94,59.3,58.38,0.010249402,0.012982576,0.002733174,0.008655051,,,,
UJ,38,75,63.73,1.069018241,62.59,63.89,64.71,0.017887965,0.002510592,0.015377373,0.01192531,,,,
UJ,39,7,63.54666667,0.241108551,63.32,63.52,63.8,0.003566932,0.000419639,0.003986572,0.002657714,,,,
UJ,40,69,62.35,0.663023378,61.61,62.89,62.55,0.011868484,0.008660786,0.003207698,0.007912323,,,,
UJ,41,16,59.43333333,1.343961805,58.55,60.98,58.77,0.014862591,0.026023556,0.011160965,0.017349037,,,,
UJ,42,22,57.42666667,0.578302113,57.26,58.07,56.95,0.002902252,0.011202693,0.008300441,0.007468462,,,,
UJ,43,77,68.15,0.613921819,67.5,68.23,68.72,0.009537784,0.001173881,0.008363903,0.006358523,,,,
UJ,44,9,61.67333333,0.160416126,61.52,61.84,61.66,0.002486218,0.002702411,0.000216193,0.001801607,,,,
UJ,45,46,68.49,0.682861626,68.2,69.27,68,0.004234195,0.011388524,0.007154329,0.007592349,,,,
UJ,46,32,60.82,0.836241592,59.89,61.06,61.51,0.015291023,0.00394607,0.011344952,0.010194015,,,,
UJ,47,57,64.22,0.334215499,63.85,64.5,64.31,0.005761445,0.004360012,0.001401433,0.003840963,,,,
UJ,48,15,65.48,0.953572231,64.8,66.57,65.07,0.01038485,0.016646304,0.006261454,0.011097536,,,,
UJ,49,91,64.95,0.610491605,64.73,64.48,65.64,0.003387221,0.007236336,0.010623557,0.007082371,,,,
UJ,50,60,63.21,1.039663407,62.01,63.78,63.84,0.018984338,0.009017561,0.009966777,0.012656225,,,,
UJ,51,55,64.00333333,0.16563011,64.02,63.83,64.16,0.000260403,0.002708192,0.002447789,0.001805462,,,,
UJ,52,10,65.63333333,1.211459175,64.73,67.01,65.16,0.013763332,0.020975114,0.007211783,0.01398341,,,,
UJ,53,12,64.86,1.110720487,63.69,65.9,64.99,0.018038853,0.016034536,0.002004317,0.012025902,,,,
UJ,54,85,62.60333333,0.02081666,62.62,62.58,62.61,0.000266227,0.000372717,0.000106491,0.000248478,,,,
UJ,55,1,67.86,2.00367163,65.69,69.64,68.25,0.031977601,0.026230475,0.005747126,0.021318401,,,,
UJ,56,50,64.13333333,0.630026454,63.74,64.86,63.8,0.006133056,0.011330561,0.005197505,0.007553708,,,,
UJ,57,89,64.73333333,0.737586153,63.93,65.38,64.89,0.012409887,0.009989701,0.002420185,0.008273258,,,,
UJ,58,96,66.64,1.285612694,65.8,66,68.12,0.012605042,0.009603842,0.022208884,0.014805922,,,,
UJ,59,2,60.35333333,1.119568369,59.07,60.86,61.13,0.02126367,0.008395007,0.012868662,0.01417578,,,,
UJ,60,64,65.28333333,0.48438965,65.44,64.74,65.67,0.002399796,0.008322696,0.0059229,0.005548464,,,,
UJ,61,36,62.38333333,0.488091521,62.32,61.93,62.9,0.001015228,0.007266898,0.008282127,0.005521418,,,,
UJ,62,56,70.36333333,0.998465489,69.53,71.47,70.09,0.01184329,0.015727889,0.003884599,0.010485259,,,,
UJ,63,88,64.07666667,0.466082968,63.63,64.56,64.04,0.006970816,0.007543047,0.000572231,0.005028698,,,,
UJ,64,76,67.79666667,0.950385887,67.03,67.5,68.86,0.011308324,0.00437583,0.015684154,0.010456102,,,,
UJ,65,80,64.15333333,1.481226969,65.33,62.49,64.64,0.018341474,0.025927465,0.007585992,0.017284977,,,,
UJ,66,63,59.62333333,0.330050501,59.95,59.29,59.63,0.005478839,0.005590652,0.000111813,0.003727102,,,,
UJ,67,24,71.26333333,0.508953174,70.7,71.69,71.4,0.007904953,0.005987184,0.00191777,0.005269969,,,,
UJ,68,17,64.30666667,0.768266447,64.09,65.16,63.67,0.003369272,0.013269749,0.009900477,0.008846499,,,,
UJ,69,79,67.63,0.233023604,67.44,67.56,67.89,0.002809404,0.001035044,0.003844448,0.002562965,,,,
UJ,70,58,70.61,0.327871926,70.31,70.96,70.56,0.00424869,0.004956805,0.000708115,0.003304537,,,,
UJ,71,21,67.87333333,0.243378991,67.61,67.92,68.09,0.003879776,0.000687555,0.003192221,0.002586517,,,,
UJ,72,11,66.69333333,1.15889315,66.08,68.03,65.97,0.009196321,0.020041983,0.010845662,0.013361322,,,,
UJ,73,20,64.46666667,0.390683162,64.12,64.89,64.39,0.005377456,0.006566701,0.001189245,0.004377801,,,,
UJ,74,59,65.31,1.293251716,65.56,66.46,63.91,0.003827898,0.01760833,0.021436227,0.014290818,,,,
UJ,75,99,68.57333333,1.027148155,67.4,69.01,69.31,0.017110636,0.006367879,0.010742757,0.011407091,,,,
UJ,76,4,73.87666667,1.067020775,72.65,74.39,74.59,0.01660425,0.006948518,0.009655733,0.0110695,,,,
UJ,77,48,69.57333333,0.461446999,69.38,70.1,69.24,0.002778842,0.00756995,0.004791108,0.005046633,,,,
UJ,78,49,68.99333333,2.345087063,66.31,70.65,70.02,0.038892647,0.024011982,0.014880665,0.025928431,,,,
UJ,79,98,66.68666667,1.696653569,64.73,67.58,67.75,0.029341198,0.013395981,0.015945216,0.019560798,,,,
UJ,80,52,68.77,1.458869425,67.56,70.39,68.36,0.017594881,0.023556783,0.005961902,0.015704522,,,,
UJ,81,30,71.37,0.693974063,70.57,71.81,71.73,0.011209192,0.006165055,0.005044136,0.007472794,,,,
UJ,82,41,68.39,0.233880311,68.12,68.52,68.53,0.003947946,0.001900863,0.002047083,0.002631964,,,,
UJ,83,37,68.64,1.414779135,67.08,69,69.84,0.022727273,0.005244755,0.017482517,0.015151515,,,,
UJ,84,5,71.05333333,0.965418735,70.18,70.89,72.09,0.012291237,0.002298743,0.014589979,0.009726653,,,,
UJ,85,39,70.93333333,0.727621697,70.65,71.76,70.39,0.003994361,0.011654135,0.007659774,0.007769424,,,,
UJ,86,26,76.89,1.432619978,75.41,78.27,76.99,0.019248277,0.017947718,0.001300559,0.012832185,,,,
UJ,87,74,70.04333333,3.680547966,71.96,65.8,72.37,0.027364013,0.060581545,0.033217532,0.040387697,,,,
UJ,88,70,84.30666667,1.051871348,83.38,84.09,85.45,0.010991618,0.002569983,0.013561601,0.009041067,,,,
UJ,89,67,78.42333333,0.735277725,78.4,77.7,79.17,0.00029753,0.009223445,0.009520976,0.006347317,,,,
UJ,90,54,84.41666667,0.812239702,83.87,85.35,84.03,0.006475814,0.011056269,0.004580454,0.007370846,,,,
UJ,91,68,82.10666667,0.741102782,82.06,81.39,82.87,0.000568366,0.008728483,0.00929685,0.0061979,,,,
UJ,92,47,82.41666667,1.326134734,81.06,82.48,83.71,0.016461072,0.000768453,0.015692619,0.010974048,,,,
UJ,93,62,84.38666667,0.498129836,84.14,84.96,84.06,0.002923053,0.006794122,0.00387107,0.004529415,,,,
UJ,94,66,80.17333333,0.991177751,79.03,80.79,80.7,0.014260768,0.007691668,0.0065691,0.009507179,,,,
UJ,95,31,87.03,1.013706072,85.89,87.83,87.37,0.013098931,0.009192233,0.003906699,0.008732621,,,,
UJ,96,43,89.36,0.701925922,88.93,90.17,88.98,0.004811996,0.009064458,0.004252462,0.006042972,,,,
UJ,97,65,85.17333333,0.90012962,84.72,84.59,86.21,0.00532248,0.006848779,0.012171259,0.008114172,,,,
UJ,98,61,84.06666667,0.981546399,83.51,83.49,85.2,0.006621729,0.006859635,0.013481364,0.008987576,,,,
UJ,99,72,91.7,0.779037868,91.02,91.53,92.55,0.007415485,0.001853871,0.009269357,0.006179571,0.996767767,,,
PP,1,23,28.89,0.631743619,28.75,29.58,28.34,0.004845967,0.023883697,0.019037729,0.015922465,,,,
PP,2,83,27.25666667,0.430038758,27.69,26.83,27.25,0.015898251,0.015653663,0.000244588,0.010598834,,,,
PP,3,71,31.61333333,0.762517759,32.43,31.49,30.92,0.025832982,0.003901307,0.021931674,0.017221988,,,,
PP,4,53,29.19666667,0.62939124,29.57,29.55,28.47,0.012786848,0.012101838,0.024888686,0.016592457,,,,
PP,5,6,32.7,0.95294281,32.46,33.75,31.89,0.00733945,0.032110092,0.024770642,0.021406728,,,,
PP,6,19,32.09666667,1.521851942,32.01,33.66,30.62,0.002700177,0.048707031,0.046006854,0.032471354,,,,
PP,7,33,31.47,1.077636302,31.19,32.66,30.56,0.008897363,0.037813791,0.028916428,0.025209194,,,,
PP,8,45,31.76666667,0.85582319,30.89,32.6,31.81,0.027597062,0.026232949,0.001364113,0.018398041,,,,
PP,9,78,28.59666667,0.406242949,29.02,28.56,28.21,0.01480359,0.001282201,0.013521389,0.00986906,,,,
PP,10,86,33.00666667,1.274846396,31.92,34.41,32.69,0.032922642,0.042516663,0.009594021,0.028344442,,,,
PP,11,38,31.72333333,1.329147597,31.5,33.15,30.52,0.007040034,0.044972155,0.037932121,0.029981437,,,,
PP,12,27,33.03333333,1.623463376,32.44,34.87,31.79,0.017961655,0.055600404,0.037638749,0.037066936,,,,
PP,13,95,30.93,2.187487143,30.38,33.34,29.07,0.017782089,0.077917879,0.06013579,0.051945253,,,,
PP,14,34,34.84666667,0.506194956,34.43,35.41,34.7,0.011957146,0.016166061,0.004208915,0.010777374,,,,
PP,15,14,32.39,0.779487011,32.53,33.09,31.55,0.004322322,0.021611609,0.02593393,0.017289287,,,,
PP,16,81,35.11666667,1.613577805,33.26,36.18,35.91,0.052871381,0.030280019,0.022591362,0.035247587,,,,
PP,17,3,32.46,0.217025344,32.35,32.71,32.32,0.003388786,0.007701787,0.004313001,0.005134525,,,,
PP,18,92,29.29666667,0.240277617,29.05,29.53,29.31,0.008419615,0.007964501,0.000455114,0.005613077,,,,
PP,19,84,33.29333333,0.593660958,33.82,33.41,32.65,0.015818983,0.003504205,0.019323188,0.012882125,,,,
PP,20,73,33.47333333,1.934536982,31.69,35.53,33.2,0.05327624,0.061441944,0.008165704,0.040961296,,,,
PP,21,97,32.87666667,0.520128189,32.35,33.39,32.89,0.016019467,0.015613911,0.000405556,0.010679644,,,,
PP,22,82,35.38666667,2.06979065,33.71,37.7,34.75,0.047381311,0.065373022,0.017991711,0.043582015,,,,
PP,23,25,31.91666667,0.640650711,31.95,31.26,32.54,0.001044386,0.020574413,0.019530026,0.013716275,,,,
PP,24,93,32.74333333,2.86011072,29.69,35.36,33.18,0.093250534,0.079914486,0.013336048,0.062167023,,,,
PP,25,13,34.31666667,2.049300694,32.86,36.66,33.43,0.04244779,0.068285576,0.025837785,0.045523717,,,,
PP,26,44,32.77666667,0.70500591,32.07,33.48,32.78,0.021560053,0.021458355,0.000101698,0.014373369,,,,
PP,27,29,31.24666667,0.637207449,31.51,31.71,30.52,0.008427566,0.014828248,0.023255814,0.015503876,,,,
PP,28,94,33.48666667,0.937674428,33.77,34.25,32.44,0.008461079,0.022795142,0.031256221,0.020837481,,,,
PP,29,90,33.1,0.685492524,32.47,33.83,33,0.019033233,0.022054381,0.003021148,0.01470292,,,,
PP,30,28,33.32,0.761774245,32.53,34.05,33.38,0.023709484,0.021908764,0.00180072,0.015806323,,,,
PP,31,35,34.75,0.887073841,34.55,35.72,33.98,0.005755396,0.027913669,0.022158273,0.018609113,,,,
PP,32,8,33.55333333,0.984699616,33.91,34.31,32.44,0.010629843,0.022551162,0.033181005,0.02212067,,,,
PP,33,40,35.48333333,2.384792094,34.38,38.22,33.85,0.031094411,0.077125411,0.046031,0.051416941,,,,
PP,34,51,35.99666667,4.301120009,33.11,40.94,33.94,0.08019261,0.13732753,0.05713492,0.091551687,,,,
PP,35,87,33.85666667,1.525330565,32.35,35.4,33.82,0.044501329,0.045584326,0.001082997,0.030389551,,,,
PP,36,42,34.89333333,1.10205868,33.94,36.1,34.64,0.02732136,0.034581582,0.007260222,0.023054388,,,,
PP,37,18,31.41,2.402769236,28.7,33.28,32.25,0.086278255,0.05953518,0.026743075,0.057518837,,,,
PP,38,75,32.03,0.738985791,32.32,32.58,31.19,0.009054012,0.017171402,0.026225414,0.017483609,,,,
PP,39,7,33,0.400374824,32.54,33.27,33.19,0.013939394,0.008181818,0.005757576,0.009292929,,,,
PP,40,69,33.08,0.317962262,33.42,33.03,32.79,0.010278114,0.001511487,0.008766626,0.006852076,,,,
PP,41,16,34.72333333,0.509542278,34.28,35.28,34.61,0.012767591,0.016031487,0.003263896,0.010687658,,,,
PP,42,22,32.24,1.579525245,30.92,33.99,31.81,0.040942928,0.054280397,0.013337469,0.036186931,,,,
PP,43,77,36.07666667,1.347825409,34.53,37,36.7,0.042871662,0.025593643,0.017278019,0.028581108,,,,
PP,44,9,34.84,1.319431696,33.71,36.29,34.52,0.032433984,0.041618829,0.009184845,0.027745886,,,,
PP,45,46,35.95666667,1.227286981,34.94,37.32,35.61,0.028274775,0.03791601,0.009641235,0.02527734,,,,
PP,46,32,35.36333333,0.901794507,34.93,36.4,34.76,0.012253747,0.029314733,0.017060986,0.019543155,,,,
PP,47,57,33.18,0.173493516,32.99,33.33,33.22,0.005726341,0.004520796,0.001205546,0.003817561,,,,
PP,48,15,37.03,0.599249531,36.64,37.72,36.73,0.010532001,0.01863354,0.008101539,0.01242236,,,,
PP,49,91,35.36666667,0.932165937,35.6,36.16,34.34,0.006597549,0.022431668,0.029029218,0.019352812,,,,
PP,50,60,31.96333333,0.716263452,31.15,32.24,32.5,0.025445823,0.008655751,0.016790072,0.016963882,,,,
PP,51,55,34.42666667,0.643764967,34.05,35.17,34.06,0.010941131,0.021591789,0.010650658,0.014394526,,,,
PP,52,10,36.88333333,0.983327684,37.99,36.55,36.11,0.030004519,0.009037506,0.020967013,0.020003013,,,,
PP,53,12,34.28,0.472863617,34.34,34.72,33.78,0.001750292,0.012835473,0.014585764,0.009723843,,,,
PP,54,85,36.11666667,0.933613053,35.06,36.83,36.46,0.029257037,0.019750808,0.00950623,0.019504692,,,,
PP,55,1,37.46666667,2.180145255,35.72,39.91,36.77,0.046619217,0.065213523,0.018594306,0.043475682,,,,
PP,56,50,35.96333333,1.236540874,35.2,37.39,35.3,0.021225322,0.039670034,0.018444712,0.02644669,,,,
PP,57,89,36.52666667,1.221979269,35.53,37.89,36.16,0.027286001,0.037324329,0.010038328,0.024882886,,,,
PP,58,96,37.61,1.597717121,36.19,39.34,37.3,0.037755916,0.045998405,0.008242489,0.030665603,,,,
PP,59,2,37.37333333,1.841122846,35.66,39.32,37.14,0.045843739,0.05208705,0.006243311,0.0347247,,,,
PP,60,64,38.05666667,0.623645198,37.35,38.53,38.29,0.018568801,0.012437593,0.006131208,0.012379201,,,,
PP,61,36,32.72,0.405092582,32.71,32.32,33.13,0.000305623,0.012224939,0.012530562,0.008353708,,,,
PP,62,56,39.83,0.563471383,39.53,39.48,40.48,0.007532011,0.008787346,0.016319357,0.010879572,,,,
PP,63,88,37.53666667,2.139400227,35.84,39.94,36.83,0.045200249,0.064026285,0.018826037,0.04268419,,,,
PP,64,76,37.21333333,1.525789413,35.66,38.71,37.27,0.041741311,0.04021856,0.001522752,0.027827541,,,,
PP,65,80,34.44333333,0.981902914,33.35,35.25,34.73,0.031742959,0.02342011,0.008322849,0.021161973,,,,
PP,66,63,35.44666667,0.494401996,34.88,35.79,35.67,0.015986459,0.009685913,0.006300545,0.010657639,,,,
PP,67,24,39.24666667,0.813285518,38.87,38.69,40.18,0.009597418,0.014183795,0.023781213,0.015854142,,,,
PP,68,17,35.51333333,1.517904257,34.44,37.25,34.85,0.03022339,0.048901821,0.018678431,0.032601214,,,,
PP,69,79,37.2,0.504777179,37.54,36.62,37.44,0.009139785,0.015591398,0.006451613,0.010394265,,,,
PP,70,58,36.44333333,1.377836468,34.86,37.37,37.1,0.043446447,0.025427605,0.018018842,0.028964298,,,,
PP,71,21,35.35333333,0.823792045,35.18,36.25,34.63,0.004902885,0.025363002,0.020460117,0.016908668,,,,
PP,72,11,36.87,0.457383865,36.69,37.39,36.53,0.004882018,0.014103607,0.009221589,0.009402405,,,,
PP,73,20,35.22,1.696791089,34.08,37.17,34.41,0.032367973,0.055366269,0.022998296,0.036910846,,,,
PP,74,59,37.98333333,2.392369815,35.41,40.14,38.4,0.067749013,0.056779289,0.010969724,0.045166008,,,,
PP,75,99,38.93666667,0.275015151,38.66,39.21,38.94,0.007105556,0.007019947,8.56091E-05,0.004737037,,,,
PP,76,4,39.09333333,2.064856734,38.07,41.47,37.74,0.026176671,0.060794679,0.034618008,0.040529786,,,,
PP,77,48,37.33333333,0.735821536,36.55,38.01,37.44,0.020982143,0.018125,0.002857143,0.013988095,,,,
PP,78,49,41.32,2.219391809,39.4,43.75,40.81,0.046466602,0.058809293,0.012342691,0.039206196,,,,
PP,79,98,39.42333333,0.754806819,39.07,40.29,38.91,0.008962543,0.021983597,0.013021054,0.014655731,,,,
PP,80,52,36.75333333,1.800731333,34.85,38.43,36.98,0.051786686,0.045619445,0.006167241,0.034524457,,,,
PP,81,30,40.82333333,0.581062246,40.98,41.31,40.18,0.003837675,0.011921287,0.015758961,0.010505974,,,,
PP,82,41,37.13333333,1.735175303,35.3,37.35,38.75,0.049371634,0.005834829,0.043536804,0.032914423,,,,
PP,83,37,39.54,0.158745079,39.42,39.48,39.72,0.003034901,0.001517451,0.004552352,0.003034901,,,,
PP,84,5,38.78666667,1.557701298,38.01,40.58,37.77,0.020024063,0.04623582,0.026211757,0.03082388,,,,
PP,85,39,41.59333333,0.811439051,41.01,42.52,41.25,0.014024683,0.022279211,0.008254528,0.014852808,,,,
PP,86,26,39.80333333,1.174918437,39.13,41.16,39.12,0.016916506,0.034084248,0.017167741,0.022722832,,,,
PP,87,74,42.48666667,1.403650004,40.97,43.74,42.75,0.035697474,0.029499451,0.006198023,0.023798316,,,,
PP,88,70,47.34,0.513906606,46.78,47.45,47.79,0.01182932,0.002323616,0.009505703,0.007886213,,,,
PP,89,67,45.92666667,1.116437787,45.6,47.17,45.01,0.007112789,0.027072144,0.019959355,0.018048096,,,,
PP,90,54,43.87333333,0.361708907,43.64,43.69,44.29,0.005318341,0.004178696,0.009497037,0.006331358,,,,
PP,91,68,43.26,1.331803289,41.97,44.63,43.18,0.029819695,0.031668978,0.001849283,0.021112652,,,,
PP,92,47,44.13333333,1.094410039,44.9,42.88,44.62,0.017371601,0.028398792,0.01102719,0.018932528,,,,
PP,93,62,45.21,0.899555446,44.87,46.23,44.53,0.00752046,0.02256138,0.01504092,0.01504092,,,,
PP,94,66,44.65333333,0.190875177,44.51,44.87,44.58,0.003209913,0.004852195,0.001642281,0.003234796,,,,
PP,95,31,48.77666667,1.463192856,47.11,49.37,49.85,0.034169343,0.012164286,0.022005057,0.022779562,,,,
PP,96,43,50.32,2.131267229,47.98,50.83,52.15,0.046502385,0.010135135,0.03636725,0.03100159,,,,
PP,97,65,50.95333333,1.380012077,49.88,52.51,50.47,0.021065027,0.030550831,0.009485804,0.020367221,,,,
PP,98,61,45.76666667,1.308523341,44.35,46.93,46.02,0.030954115,0.025418791,0.005535324,0.020636077,,,,
PP,99,72,49.54,0.391535439,49.58,49.91,49.13,0.000807428,0.007468712,0.00827614,0.005517427,2.28267149,,,
